354,1,11293.677966,0.467256,1850.967584
354,1,11293.677966,0.467256,1864.066814
6,12,5.666667,4.957224,0.000018
6,12,5.666667,4.957224,0.000025
6,12,5.666667,4.957224,0.000011
7,6,4.857143,2.231500,0.000009
6,2560,5.666667,1043.219678,0.000002
7,6,4.857143,2.231500,0.000015
6,12,5.666667,4.957224,0.000003
114,1223,2781.403509,571.650070,9.510189
